event_name,outcome,date,event_slug,market_slug,polymarket_odds,sportsbook_prob,ev_percent
Texas Southern @ Jackson State,Texas Southern Tigers,2026-01-19,cbb-txs-jackst-2026-01-19,cbb-txs-jackst-2026-01-19,0.420000,0.429473,2.26
Indiana Pacers @ Philadelphia 76ers,Pacers,2026-01-19,nba-ind-phi-2026-01-19,nba-ind-phi-2026-01-19,0.310000,0.314881,1.57
Phoenix Suns @ Brooklyn Nets,Nets,2026-01-19,nba-phx-bkn-2026-01-19,nba-phx-bkn-2026-01-19,0.220000,0.226662,3.03
Florida A&M @ Mississippi Valley State,Mississippi Valley State Delta Devils,2026-01-19,cbb-flam-msvlst-2026-01-19,cbb-flam-msvlst-2026-01-19,0.140000,0.144621,3.30
Loyola Maryland @ Lehigh,Lehigh Mountain Hawks -4.5,2026-01-19,cbb-loymd-lehi-2026-01-19,cbb-loymd-lehi-2026-01-19-spread-home-4pt5,0.480000,0.495670,3.26
Montana State @ Northern Colorado,Northern Arizona Lumberjacks,2026-01-19,cbb-mont-narz-2026-01-19,cbb-mont-narz-2026-01-19,0.400000,0.595404,48.85
North Carolina A&T @ Hampton,North Carolina A&T Aggies,2026-01-19,cbb-ncat-hamp-2026-01-19,cbb-ncat-hamp-2026-01-19,0.310000,0.315862,1.89
New Haven @ Chicago State,New Haven Chargers,2026-01-19,cbb-nhvn-chist-2026-01-19,cbb-nhvn-chist-2026-01-19,0.480000,0.493504,2.81
Northwestern State @ Houston Christian,Northwestern State Demons,2026-01-19,cbb-nwst-houbap-2026-01-19,cbb-nwst-houbap-2026-01-19,0.430000,0.436213,1.44
Texas Southern @ Jackson State,Texas Southern Tigers,2026-01-19,cbb-txs-jackst-2026-01-19,cbb-txs-jackst-2026-01-19,0.420000,0.429473,2.26
Indiana Pacers @ Philadelphia 76ers,Pacers,2026-01-19,nba-ind-phi-2026-01-19,nba-ind-phi-2026-01-19,0.310000,0.314881,1.57
Phoenix Suns @ Brooklyn Nets,Nets,2026-01-19,nba-phx-bkn-2026-01-19,nba-phx-bkn-2026-01-19,0.220000,0.226662,3.03
Florida A&M @ Mississippi Valley State,Mississippi Valley State Delta Devils,2026-01-19,cbb-flam-msvlst-2026-01-19,cbb-flam-msvlst-2026-01-19,0.140000,0.144621,3.30
Loyola Maryland @ Lehigh,Lehigh Mountain Hawks -4.5,2026-01-19,cbb-loymd-lehi-2026-01-19,cbb-loymd-lehi-2026-01-19-spread-home-4pt5,0.480000,0.495670,3.26
Montana State @ Northern Colorado,Northern Arizona Lumberjacks,2026-01-19,cbb-mont-narz-2026-01-19,cbb-mont-narz-2026-01-19,0.400000,0.595404,48.85
North Carolina A&T @ Hampton,North Carolina A&T Aggies,2026-01-19,cbb-ncat-hamp-2026-01-19,cbb-ncat-hamp-2026-01-19,0.310000,0.315862,1.89
New Haven @ Chicago State,New Haven Chargers,2026-01-19,cbb-nhvn-chist-2026-01-19,cbb-nhvn-chist-2026-01-19,0.480000,0.493504,2.81
Northwestern State @ Houston Christian,Northwestern State Demons,2026-01-19,cbb-nwst-houbap-2026-01-19,cbb-nwst-houbap-2026-01-19,0.430000,0.436213,1.44
Texas Southern @ Jackson State,Texas Southern Tigers,2026-01-19,cbb-txs-jackst-2026-01-19,cbb-txs-jackst-2026-01-19,0.420000,0.429473,2.26
Phoenix Suns @ Brooklyn Nets,Nets,2026-01-19,nba-phx-bkn-2026-01-19,nba-phx-bkn-2026-01-19,0.220000,0.226662,3.03
Florida A&M @ Mississippi Valley State,Mississippi Valley State Delta Devils,2026-01-19,cbb-flam-msvlst-2026-01-19,cbb-flam-msvlst-2026-01-19,0.140000,0.144621,3.30
Loyola Maryland @ Lehigh,Lehigh Mountain Hawks -4.5,2026-01-19,cbb-loymd-lehi-2026-01-19,cbb-loymd-lehi-2026-01-19-spread-home-4pt5,0.480000,0.495670,3.26
Montana State @ Northern Colorado,Northern Arizona Lumberjacks,2026-01-19,cbb-mont-narz-2026-01-19,cbb-mont-narz-2026-01-19,0.400000,0.595404,48.85
North Carolina A&T @ Hampton,North Carolina A&T Aggies,2026-01-19,cbb-ncat-hamp-2026-01-19,cbb-ncat-hamp-2026-01-19,0.310000,0.315862,1.89
New Haven @ Chicago State,New Haven Chargers,2026-01-19,cbb-nhvn-chist-2026-01-19,cbb-nhvn-chist-2026-01-19,0.480000,0.493504,2.81
Northwestern State @ Houston Christian,Northwestern State Demons,2026-01-19,cbb-nwst-houbap-2026-01-19,cbb-nwst-houbap-2026-01-19,0.430000,0.436213,1.44
Texas Southern @ Jackson State,Texas Southern Tigers,2026-01-19,cbb-txs-jackst-2026-01-19,cbb-txs-jackst-2026-01-19,0.420000,0.429473,2.26
Phoenix Suns @ Brooklyn Nets,Nets,2026-01-19,nba-phx-bkn-2026-01-19,nba-phx-bkn-2026-01-19,0.220000,0.226662,3.03
Florida A&M @ Mississippi Valley State,Mississippi Valley State Delta Devils,2026-01-19,cbb-flam-msvlst-2026-01-19,cbb-flam-msvlst-2026-01-19,0.140000,0.144621,3.30
Loyola Maryland @ Lehigh,Lehigh Mountain Hawks -4.5,2026-01-19,cbb-loymd-lehi-2026-01-19,cbb-loymd-lehi-2026-01-19-spread-home-4pt5,0.480000,0.495670,3.26
Montana State @ Northern Colorado,Northern Arizona Lumberjacks,2026-01-19,cbb-mont-narz-2026-01-19,cbb-mont-narz-2026-01-19,0.400000,0.595404,48.85
North Carolina A&T @ Hampton,North Carolina A&T Aggies,2026-01-19,cbb-ncat-hamp-2026-01-19,cbb-ncat-hamp-2026-01-19,0.310000,0.315862,1.89
Northwestern State @ Houston Christian,Northwestern State Demons,2026-01-19,cbb-nwst-houbap-2026-01-19,cbb-nwst-houbap-2026-01-19,0.430000,0.436213,1.44
Texas Southern @ Jackson State,Texas Southern Tigers,2026-01-19,cbb-txs-jackst-2026-01-19,cbb-txs-jackst-2026-01-19,0.420000,0.429473,2.26
Phoenix Suns @ Brooklyn Nets,Nets,2026-01-19,nba-phx-bkn-2026-01-19,nba-phx-bkn-2026-01-19,0.220000,0.226662,3.03
Florida A&M @ Mississippi Valley State,Mississippi Valley State Delta Devils,2026-01-19,cbb-flam-msvlst-2026-01-19,cbb-flam-msvlst-2026-01-19,0.140000,0.144621,3.30
Montana State @ Northern Colorado,Montana State Bobcats,2026-01-19,cbb-monst-ncol-2026-01-19,cbb-monst-ncol-2026-01-19,0.400000,0.404596,1.15
Montana State @ Northern Colorado,Northern Arizona Lumberjacks,2026-01-19,cbb-mont-narz-2026-01-19,cbb-mont-narz-2026-01-19,0.390000,0.595404,52.67
North Carolina A&T @ Hampton,North Carolina A&T Aggies,2026-01-19,cbb-ncat-hamp-2026-01-19,cbb-ncat-hamp-2026-01-19,0.310000,0.315862,1.89
Northwestern State @ Houston Christian,Northwestern State Demons,2026-01-19,cbb-nwst-houbap-2026-01-19,cbb-nwst-houbap-2026-01-19,0.420000,0.436213,3.86
Texas Southern @ Jackson State,Texas Southern Tigers,2026-01-19,cbb-txs-jackst-2026-01-19,cbb-txs-jackst-2026-01-19,0.420000,0.429473,2.26
Phoenix Suns @ Brooklyn Nets,Nets,2026-01-19,nba-phx-bkn-2026-01-19,nba-phx-bkn-2026-01-19,0.220000,0.226662,3.03
Florida A&M @ Mississippi Valley State,Mississippi Valley State Delta Devils,2026-01-19,cbb-flam-msvlst-2026-01-19,cbb-flam-msvlst-2026-01-19,0.140000,0.144621,3.30
Montana State @ Northern Colorado,Montana State Bobcats,2026-01-19,cbb-monst-ncol-2026-01-19,cbb-monst-ncol-2026-01-19,0.400000,0.404596,1.15
Montana State @ Northern Colorado,Northern Arizona Lumberjacks,2026-01-19,cbb-mont-narz-2026-01-19,cbb-mont-narz-2026-01-19,0.390000,0.595404,52.67
North Carolina A&T @ Hampton,North Carolina A&T Aggies,2026-01-19,cbb-ncat-hamp-2026-01-19,cbb-ncat-hamp-2026-01-19,0.310000,0.315862,1.89
Northwestern State @ Houston Christian,Northwestern State Demons,2026-01-19,cbb-nwst-houbap-2026-01-19,cbb-nwst-houbap-2026-01-19,0.420000,0.436213,3.86
Texas Southern @ Jackson State,Texas Southern Tigers,2026-01-19,cbb-txs-jackst-2026-01-19,cbb-txs-jackst-2026-01-19,0.420000,0.429473,2.26
Phoenix Suns @ Brooklyn Nets,Nets,2026-01-19,nba-phx-bkn-2026-01-19,nba-phx-bkn-2026-01-19,0.220000,0.226662,3.03
Florida A&M @ Mississippi Valley State,Mississippi Valley State Delta Devils,2026-01-19,cbb-flam-msvlst-2026-01-19,cbb-flam-msvlst-2026-01-19,0.140000,0.144621,3.30
Montana State @ Northern Colorado,Northern Arizona Lumberjacks,2026-01-19,cbb-mont-narz-2026-01-19,cbb-mont-narz-2026-01-19,0.400000,0.595404,48.85
North Carolina A&T @ Hampton,North Carolina A&T Aggies,2026-01-19,cbb-ncat-hamp-2026-01-19,cbb-ncat-hamp-2026-01-19,0.310000,0.315862,1.89
Northwestern State @ Houston Christian,Northwestern State Demons,2026-01-19,cbb-nwst-houbap-2026-01-19,cbb-nwst-houbap-2026-01-19,0.420000,0.436213,3.86
Texas Southern @ Jackson State,Texas Southern Tigers,2026-01-19,cbb-txs-jackst-2026-01-19,cbb-txs-jackst-2026-01-19,0.420000,0.429473,2.26
Phoenix Suns @ Brooklyn Nets,Nets,2026-01-19,nba-phx-bkn-2026-01-19,nba-phx-bkn-2026-01-19,0.220000,0.226662,3.03
Florida A&M @ Mississippi Valley State,Mississippi Valley State Delta Devils,2026-01-19,cbb-flam-msvlst-2026-01-19,cbb-flam-msvlst-2026-01-19,0.140000,0.144621,3.30
Montana State @ Northern Colorado,Montana State Bobcats,2026-01-19,cbb-monst-ncol-2026-01-19,cbb-monst-ncol-2026-01-19,0.400000,0.404596,1.15
Montana State @ Northern Colorado,Northern Arizona Lumberjacks,2026-01-19,cbb-mont-narz-2026-01-19,cbb-mont-narz-2026-01-19,0.390000,0.595404,52.67
North Carolina A&T @ Hampton,North Carolina A&T Aggies,2026-01-19,cbb-ncat-hamp-2026-01-19,cbb-ncat-hamp-2026-01-19,0.310000,0.315862,1.89
Northwestern State @ Houston Christian,Northwestern State Demons,2026-01-19,cbb-nwst-houbap-2026-01-19,cbb-nwst-houbap-2026-01-19,0.420000,0.436213,3.86
Texas Southern @ Jackson State,Texas Southern Tigers,2026-01-19,cbb-txs-jackst-2026-01-19,cbb-txs-jackst-2026-01-19,0.420000,0.429473,2.26
Phoenix Suns @ Brooklyn Nets,Nets,2026-01-19,nba-phx-bkn-2026-01-19,nba-phx-bkn-2026-01-19,0.220000,0.226662,3.03
Florida A&M @ Mississippi Valley State,Mississippi Valley State Delta Devils,2026-01-19,cbb-flam-msvlst-2026-01-19,cbb-flam-msvlst-2026-01-19,0.140000,0.144621,3.30
Montana State @ Northern Colorado,Northern Arizona Lumberjacks,2026-01-19,cbb-mont-narz-2026-01-19,cbb-mont-narz-2026-01-19,0.400000,0.595404,48.85
North Carolina A&T @ Hampton,North Carolina A&T Aggies,2026-01-19,cbb-ncat-hamp-2026-01-19,cbb-ncat-hamp-2026-01-19,0.310000,0.315862,1.89
Northwestern State @ Houston Christian,Northwestern State Demons,2026-01-19,cbb-nwst-houbap-2026-01-19,cbb-nwst-houbap-2026-01-19,0.420000,0.436213,3.86
Texas Southern @ Jackson State,Texas Southern Tigers,2026-01-19,cbb-txs-jackst-2026-01-19,cbb-txs-jackst-2026-01-19,0.420000,0.429473,2.26
Phoenix Suns @ Brooklyn Nets,Nets,2026-01-19,nba-phx-bkn-2026-01-19,nba-phx-bkn-2026-01-19,0.220000,0.226662,3.03
Florida A&M @ Mississippi Valley State,Mississippi Valley State Delta Devils,2026-01-19,cbb-flam-msvlst-2026-01-19,cbb-flam-msvlst-2026-01-19,0.140000,0.144621,3.30
Montana State @ Northern Colorado,Montana State Bobcats,2026-01-19,cbb-monst-ncol-2026-01-19,cbb-monst-ncol-2026-01-19,0.400000,0.404596,1.15
Montana State @ Northern Colorado,Northern Arizona Lumberjacks,2026-01-19,cbb-mont-narz-2026-01-19,cbb-mont-narz-2026-01-19,0.390000,0.595404,52.67
North Carolina A&T @ Hampton,North Carolina A&T Aggies,2026-01-19,cbb-ncat-hamp-2026-01-19,cbb-ncat-hamp-2026-01-19,0.310000,0.315862,1.89
Northwestern State @ Houston Christian,Northwestern State Demons,2026-01-19,cbb-nwst-houbap-2026-01-19,cbb-nwst-houbap-2026-01-19,0.420000,0.436213,3.86
Texas Southern @ Jackson State,Texas Southern Tigers,2026-01-19,cbb-txs-jackst-2026-01-19,cbb-txs-jackst-2026-01-19,0.420000,0.429473,2.26
Phoenix Suns @ Brooklyn Nets,Nets,2026-01-19,nba-phx-bkn-2026-01-19,nba-phx-bkn-2026-01-19,0.220000,0.226164,2.80
Florida A&M @ Mississippi Valley State,Mississippi Valley State Delta Devils,2026-01-19,cbb-flam-msvlst-2026-01-19,cbb-flam-msvlst-2026-01-19,0.140000,0.144621,3.30
Montana State @ Northern Colorado,Montana State Bobcats,2026-01-19,cbb-monst-ncol-2026-01-19,cbb-monst-ncol-2026-01-19,0.400000,0.404596,1.15
Montana State @ Northern Colorado,Northern Arizona Lumberjacks,2026-01-19,cbb-mont-narz-2026-01-19,cbb-mont-narz-2026-01-19,0.390000,0.595404,52.67
North Carolina A&T @ Hampton,North Carolina A&T Aggies,2026-01-19,cbb-ncat-hamp-2026-01-19,cbb-ncat-hamp-2026-01-19,0.310000,0.315862,1.89
Northwestern State @ Houston Christian,Northwestern State Demons,2026-01-19,cbb-nwst-houbap-2026-01-19,cbb-nwst-houbap-2026-01-19,0.420000,0.436213,3.86
Texas Southern @ Jackson State,Texas Southern Tigers,2026-01-19,cbb-txs-jackst-2026-01-19,cbb-txs-jackst-2026-01-19,0.420000,0.429473,2.26
Phoenix Suns @ Brooklyn Nets,Nets,2026-01-19,nba-phx-bkn-2026-01-19,nba-phx-bkn-2026-01-19,0.220000,0.226164,2.80
Florida A&M @ Mississippi Valley State,Mississippi Valley State Delta Devils,2026-01-19,cbb-flam-msvlst-2026-01-19,cbb-flam-msvlst-2026-01-19,0.140000,0.144621,3.30
Montana State @ Northern Colorado,Northern Arizona Lumberjacks,2026-01-19,cbb-mont-narz-2026-01-19,cbb-mont-narz-2026-01-19,0.400000,0.595404,48.85
North Carolina A&T @ Hampton,North Carolina A&T Aggies,2026-01-19,cbb-ncat-hamp-2026-01-19,cbb-ncat-hamp-2026-01-19,0.310000,0.315862,1.89
Northwestern State @ Houston Christian,Northwestern State Demons,2026-01-19,cbb-nwst-houbap-2026-01-19,cbb-nwst-houbap-2026-01-19,0.430000,0.436213,1.44
Texas Southern @ Jackson State,Texas Southern Tigers,2026-01-19,cbb-txs-jackst-2026-01-19,cbb-txs-jackst-2026-01-19,0.420000,0.429473,2.26
Phoenix Suns @ Brooklyn Nets,Nets,2026-01-19,nba-phx-bkn-2026-01-19,nba-phx-bkn-2026-01-19,0.220000,0.226164,2.80
Florida A&M @ Mississippi Valley State,Mississippi Valley State Delta Devils,2026-01-19,cbb-flam-msvlst-2026-01-19,cbb-flam-msvlst-2026-01-19,0.140000,0.144621,3.30
Montana State @ Northern Colorado,Montana State Bobcats,2026-01-19,cbb-monst-ncol-2026-01-19,cbb-monst-ncol-2026-01-19,0.400000,0.404596,1.15
Montana State @ Northern Colorado,Northern Arizona Lumberjacks,2026-01-19,cbb-mont-narz-2026-01-19,cbb-mont-narz-2026-01-19,0.390000,0.595404,52.67
North Carolina A&T @ Hampton,North Carolina A&T Aggies,2026-01-19,cbb-ncat-hamp-2026-01-19,cbb-ncat-hamp-2026-01-19,0.310000,0.315862,1.89
Northwestern State @ Houston Christian,Northwestern State Demons,2026-01-19,cbb-nwst-houbap-2026-01-19,cbb-nwst-houbap-2026-01-19,0.430000,0.436213,1.44
Texas Southern @ Jackson State,Texas Southern Tigers,2026-01-19,cbb-txs-jackst-2026-01-19,cbb-txs-jackst-2026-01-19,0.420000,0.429473,2.26
Indiana Pacers @ Philadelphia 76ers,Pacers,2026-01-19,nba-ind-phi-2026-01-19,nba-ind-phi-2026-01-19,0.310000,0.317100,2.29
Phoenix Suns @ Brooklyn Nets,Nets,2026-01-19,nba-phx-bkn-2026-01-19,nba-phx-bkn-2026-01-19,0.220000,0.226164,2.80
Florida A&M @ Mississippi Valley State,Mississippi Valley State Delta Devils,2026-01-19,cbb-flam-msvlst-2026-01-19,cbb-flam-msvlst-2026-01-19,0.140000,0.144621,3.30
Montana State @ Northern Colorado,Northern Arizona Lumberjacks,2026-01-19,cbb-mont-narz-2026-01-19,cbb-mont-narz-2026-01-19,0.400000,0.595404,48.85
North Carolina A&T @ Hampton,North Carolina A&T Aggies,2026-01-19,cbb-ncat-hamp-2026-01-19,cbb-ncat-hamp-2026-01-19,0.310000,0.315862,1.89
Northwestern State @ Houston Christian,Northwestern State Demons,2026-01-19,cbb-nwst-houbap-2026-01-19,cbb-nwst-houbap-2026-01-19,0.430000,0.436213,1.44
Texas Southern @ Jackson State,Texas Southern Tigers,2026-01-19,cbb-txs-jackst-2026-01-19,cbb-txs-jackst-2026-01-19,0.420000,0.429473,2.26
Indiana Pacers @ Philadelphia 76ers,Pacers,2026-01-19,nba-ind-phi-2026-01-19,nba-ind-phi-2026-01-19,0.310000,0.317100,2.29
Phoenix Suns @ Brooklyn Nets,Nets,2026-01-19,nba-phx-bkn-2026-01-19,nba-phx-bkn-2026-01-19,0.220000,0.226164,2.80
Florida A&M @ Mississippi Valley State,Mississippi Valley State Delta Devils,2026-01-19,cbb-flam-msvlst-2026-01-19,cbb-flam-msvlst-2026-01-19,0.140000,0.144621,3.30
Montana State @ Northern Colorado,Montana State Bobcats,2026-01-19,cbb-monst-ncol-2026-01-19,cbb-monst-ncol-2026-01-19,0.400000,0.404596,1.15
Montana State @ Northern Colorado,Northern Arizona Lumberjacks,2026-01-19,cbb-mont-narz-2026-01-19,cbb-mont-narz-2026-01-19,0.400000,0.595404,48.85
North Carolina A&T @ Hampton,North Carolina A&T Aggies,2026-01-19,cbb-ncat-hamp-2026-01-19,cbb-ncat-hamp-2026-01-19,0.310000,0.315862,1.89
Northwestern State @ Houston Christian,Northwestern State Demons,2026-01-19,cbb-nwst-houbap-2026-01-19,cbb-nwst-houbap-2026-01-19,0.430000,0.436213,1.44
Texas Southern @ Jackson State,Texas Southern Tigers,2026-01-19,cbb-txs-jackst-2026-01-19,cbb-txs-jackst-2026-01-19,0.420000,0.429473,2.26
Phoenix Suns @ Brooklyn Nets,Nets,2026-01-19,nba-phx-bkn-2026-01-19,nba-phx-bkn-2026-01-19,0.220000,0.226164,2.80
Florida A&M @ Mississippi Valley State,Mississippi Valley State Delta Devils,2026-01-19,cbb-flam-msvlst-2026-01-19,cbb-flam-msvlst-2026-01-19,0.140000,0.144621,3.30
Montana State @ Northern Colorado,Montana State Bobcats,2026-01-19,cbb-monst-ncol-2026-01-19,cbb-monst-ncol-2026-01-19,0.400000,0.404596,1.15
Montana State @ Northern Colorado,Northern Arizona Lumberjacks,2026-01-19,cbb-mont-narz-2026-01-19,cbb-mont-narz-2026-01-19,0.400000,0.595404,48.85
North Carolina A&T @ Hampton,North Carolina A&T Aggies,2026-01-19,cbb-ncat-hamp-2026-01-19,cbb-ncat-hamp-2026-01-19,0.310000,0.315862,1.89
Northwestern State @ Houston Christian,Northwestern State Demons,2026-01-19,cbb-nwst-houbap-2026-01-19,cbb-nwst-houbap-2026-01-19,0.430000,0.436213,1.44
Texas Southern @ Jackson State,Texas Southern Tigers,2026-01-19,cbb-txs-jackst-2026-01-19,cbb-txs-jackst-2026-01-19,0.420000,0.429473,2.26
Phoenix Suns @ Brooklyn Nets,Nets,2026-01-19,nba-phx-bkn-2026-01-19,nba-phx-bkn-2026-01-19,0.220000,0.226164,2.80
Florida A&M @ Mississippi Valley State,Mississippi Valley State Delta Devils,2026-01-19,cbb-flam-msvlst-2026-01-19,cbb-flam-msvlst-2026-01-19,0.140000,0.144621,3.30
Montana State @ Northern Colorado,Northern Arizona Lumberjacks,2026-01-19,cbb-mont-narz-2026-01-19,cbb-mont-narz-2026-01-19,0.400000,0.595404,48.85
North Carolina A&T @ Hampton,North Carolina A&T Aggies,2026-01-19,cbb-ncat-hamp-2026-01-19,cbb-ncat-hamp-2026-01-19,0.310000,0.315862,1.89
Northwestern State @ Houston Christian,Northwestern State Demons,2026-01-19,cbb-nwst-houbap-2026-01-19,cbb-nwst-houbap-2026-01-19,0.430000,0.436213,1.44
Texas Southern @ Jackson State,Texas Southern Tigers,2026-01-19,cbb-txs-jackst-2026-01-19,cbb-txs-jackst-2026-01-19,0.420000,0.429473,2.26
Phoenix Suns @ Brooklyn Nets,Nets,2026-01-19,nba-phx-bkn-2026-01-19,nba-phx-bkn-2026-01-19,0.220000,0.226164,2.80
Florida A&M @ Mississippi Valley State,Mississippi Valley State Delta Devils,2026-01-19,cbb-flam-msvlst-2026-01-19,cbb-flam-msvlst-2026-01-19,0.140000,0.144621,3.30
Montana State @ Northern Colorado,Montana State Bobcats,2026-01-19,cbb-monst-ncol-2026-01-19,cbb-monst-ncol-2026-01-19,0.400000,0.404596,1.15
Montana State @ Northern Colorado,Northern Arizona Lumberjacks,2026-01-19,cbb-mont-narz-2026-01-19,cbb-mont-narz-2026-01-19,0.400000,0.595404,48.85
North Carolina A&T @ Hampton,North Carolina A&T Aggies,2026-01-19,cbb-ncat-hamp-2026-01-19,cbb-ncat-hamp-2026-01-19,0.310000,0.315862,1.89
Northwestern State @ Houston Christian,Northwestern State Demons,2026-01-19,cbb-nwst-houbap-2026-01-19,cbb-nwst-houbap-2026-01-19,0.430000,0.436213,1.44
Texas Southern @ Jackson State,Texas Southern Tigers,2026-01-19,cbb-txs-jackst-2026-01-19,cbb-txs-jackst-2026-01-19,0.420000,0.429473,2.26
Phoenix Suns @ Brooklyn Nets,Nets,2026-01-19,nba-phx-bkn-2026-01-19,nba-phx-bkn-2026-01-19,0.220000,0.226164,2.80
Florida A&M @ Mississippi Valley State,Mississippi Valley State Delta Devils,2026-01-19,cbb-flam-msvlst-2026-01-19,cbb-flam-msvlst-2026-01-19,0.140000,0.144621,3.30
Montana State @ Northern Colorado,Montana State Bobcats,2026-01-19,cbb-monst-ncol-2026-01-19,cbb-monst-ncol-2026-01-19,0.400000,0.404596,1.15
Montana State @ Northern Colorado,Northern Arizona Lumberjacks,2026-01-19,cbb-mont-narz-2026-01-19,cbb-mont-narz-2026-01-19,0.400000,0.595404,48.85
North Carolina A&T @ Hampton,North Carolina A&T Aggies,2026-01-19,cbb-ncat-hamp-2026-01-19,cbb-ncat-hamp-2026-01-19,0.310000,0.315862,1.89
Northwestern State @ Houston Christian,Northwestern State Demons,2026-01-19,cbb-nwst-houbap-2026-01-19,cbb-nwst-houbap-2026-01-19,0.430000,0.436213,1.44
Texas Southern @ Jackson State,Texas Southern Tigers,2026-01-19,cbb-txs-jackst-2026-01-19,cbb-txs-jackst-2026-01-19,0.420000,0.429473,2.26
Phoenix Suns @ Brooklyn Nets,Nets,2026-01-19,nba-phx-bkn-2026-01-19,nba-phx-bkn-2026-01-19,0.220000,0.226164,2.80
Florida A&M @ Mississippi Valley State,Mississippi Valley State Delta Devils,2026-01-19,cbb-flam-msvlst-2026-01-19,cbb-flam-msvlst-2026-01-19,0.140000,0.144621,3.30
Montana State @ Northern Colorado,Northern Arizona Lumberjacks,2026-01-19,cbb-mont-narz-2026-01-19,cbb-mont-narz-2026-01-19,0.400000,0.595404,48.85
North Carolina A&T @ Hampton,North Carolina A&T Aggies,2026-01-19,cbb-ncat-hamp-2026-01-19,cbb-ncat-hamp-2026-01-19,0.310000,0.315862,1.89
Northwestern State @ Houston Christian,Northwestern State Demons,2026-01-19,cbb-nwst-houbap-2026-01-19,cbb-nwst-houbap-2026-01-19,0.430000,0.436213,1.44
Texas Southern @ Jackson State,Texas Southern Tigers,2026-01-19,cbb-txs-jackst-2026-01-19,cbb-txs-jackst-2026-01-19,0.420000,0.429473,2.26
Phoenix Suns @ Brooklyn Nets,Nets,2026-01-19,nba-phx-bkn-2026-01-19,nba-phx-bkn-2026-01-19,0.220000,0.226164,2.80
Florida A&M @ Mississippi Valley State,Mississippi Valley State Delta Devils,2026-01-19,cbb-flam-msvlst-2026-01-19,cbb-flam-msvlst-2026-01-19,0.140000,0.144621,3.30
Montana State @ Northern Colorado,Montana State Bobcats,2026-01-19,cbb-monst-ncol-2026-01-19,cbb-monst-ncol-2026-01-19,0.400000,0.404596,1.15
Montana State @ Northern Colorado,Northern Arizona Lumberjacks,2026-01-19,cbb-mont-narz-2026-01-19,cbb-mont-narz-2026-01-19,0.400000,0.595404,48.85
North Carolina A&T @ Hampton,North Carolina A&T Aggies,2026-01-19,cbb-ncat-hamp-2026-01-19,cbb-ncat-hamp-2026-01-19,0.310000,0.315862,1.89
Northwestern State @ Houston Christian,Northwestern State Demons,2026-01-19,cbb-nwst-houbap-2026-01-19,cbb-nwst-houbap-2026-01-19,0.430000,0.436213,1.44
Texas Southern @ Jackson State,Texas Southern Tigers,2026-01-19,cbb-txs-jackst-2026-01-19,cbb-txs-jackst-2026-01-19,0.420000,0.429473,2.26
Phoenix Suns @ Brooklyn Nets,Nets,2026-01-19,nba-phx-bkn-2026-01-19,nba-phx-bkn-2026-01-19,0.220000,0.226164,2.80
Florida A&M @ Mississippi Valley State,Mississippi Valley State Delta Devils,2026-01-19,cbb-flam-msvlst-2026-01-19,cbb-flam-msvlst-2026-01-19,0.140000,0.144621,3.30
Montana State @ Northern Colorado,Montana State Bobcats,2026-01-19,cbb-monst-ncol-2026-01-19,cbb-monst-ncol-2026-01-19,0.400000,0.404596,1.15
